epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,642.696,0.83571,2.01592,1.19211,0.53595,0.42904,0.42969,0.29967,0.95505,2.25368,1.31319,0.000653846,0.000653846,0.000653846
