epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,23178.6,0.52627,0.53416,1.03591,0.65696,0.72847,0.63053,0.5292,0.73377,1.69915,1.23076,0.000825332,0.000825332,0.000825332
104,23402.4,0.54386,0.57718,1.04573,0.78307,0.72885,0.7633,0.63763,0.69856,0.90964,1.17658,0.00081708,0.00081708,0.00081708
105,23625.6,0.50911,0.50296,1.01994,0.76047,0.75151,0.73582,0.59938,0.71016,0.9748,1.20818,0.000808828,0.000808828,0.000808828
106,23848.4,0.4895,0.48139,0.98962,0.74427,0.72179,0.71914,0.59607,0.70642,1.06435,1.21083,0.000800577,0.000800577,0.000800577
107,24072.4,0.52204,0.50277,1.0216,0.72798,0.72673,0.74308,0.61558,0.70515,0.98975,1.18377,0.000792325,0.000792325,0.000792325
108,24296.5,0.51285,0.49196,1.0187,0.78798,0.72416,0.75836,0.62739,0.70391,0.97498,1.19159,0.000784073,0.000784073,0.000784073
109,24519.7,0.49619,0.47011,0.99769,0.77463,0.73048,0.75195,0.61614,0.6916,0.97067,1.18503,0.000775822,0.000775822,0.000775822
110,24743,0.50616,0.48596,1.01258,0.77031,0.74184,0.74807,0.63814,0.68142,0.96193,1.1761,0.00076757,0.00076757,0.00076757
111,24965.8,0.51758,0.48713,1.00593,0.73727,0.75054,0.7364,0.60127,0.71164,0.99409,1.18912,0.000759318,0.000759318,0.000759318
112,25189.2,0.49358,0.44685,1.00354,0.80379,0.74782,0.75676,0.6275,0.67576,1.04271,1.18742,0.000751067,0.000751067,0.000751067
113,25412.1,0.49915,0.46828,1.00291,0.79796,0.74358,0.74383,0.63345,0.66217,0.98948,1.16605,0.000742815,0.000742815,0.000742815
114,25635.7,0.49273,0.4756,1.00115,0.82596,0.68769,0.7423,0.62155,0.69577,0.99013,1.19354,0.000734564,0.000734564,0.000734564
115,25859.5,0.50361,0.47752,1.0089,0.74558,0.76119,0.76812,0.63344,0.67623,1.01062,1.17545,0.000726312,0.000726312,0.000726312
116,26083.3,0.48543,0.46106,1.0044,0.76331,0.73551,0.74255,0.61541,0.69226,1.00944,1.19087,0.00071806,0.00071806,0.00071806
117,26306.3,0.49195,0.46567,1.00157,0.79873,0.75506,0.77088,0.64688,0.70701,0.94832,1.21361,0.000709809,0.000709809,0.000709809
118,26530.2,0.48596,0.46627,1.00676,0.85159,0.72499,0.77482,0.64595,0.69743,0.92408,1.20686,0.000701557,0.000701557,0.000701557
119,26753.9,0.48635,0.45795,0.9975,0.76571,0.75415,0.75213,0.62559,0.69553,0.96871,1.19696,0.000693305,0.000693305,0.000693305
120,26977.7,0.46291,0.43927,0.98751,0.76089,0.76816,0.74417,0.62511,0.67031,1.03013,1.20512,0.000685054,0.000685054,0.000685054
121,27201.9,0.48299,0.46178,1.00386,0.75133,0.78684,0.77728,0.64473,0.69432,1.03884,1.2048,0.000676802,0.000676802,0.000676802
122,27424.6,0.47692,0.46477,0.99761,0.7588,0.78122,0.76454,0.65093,0.67759,0.9902,1.18746,0.00066855,0.00066855,0.00066855
123,27648.9,0.50043,0.45076,1.00489,0.81164,0.75961,0.78745,0.66522,0.68148,0.93581,1.18078,0.000660299,0.000660299,0.000660299
124,27871.6,0.46176,0.42465,0.98526,0.74497,0.76723,0.73869,0.62127,0.69446,1.04893,1.19641,0.000652047,0.000652047,0.000652047
125,28095,0.47926,0.43145,0.99817,0.76313,0.73623,0.75365,0.62687,0.69867,1.04028,1.19407,0.000643795,0.000643795,0.000643795
126,28318.4,0.49319,0.45377,0.99724,0.75667,0.75415,0.73077,0.61674,0.67076,1.10259,1.17397,0.000635544,0.000635544,0.000635544
127,28542.6,0.47626,0.42261,0.98024,0.80173,0.72926,0.75376,0.63492,0.69418,1.06296,1.18179,0.000627292,0.000627292,0.000627292
128,28766.2,0.46983,0.42964,0.98783,0.73483,0.76911,0.74185,0.63488,0.67934,0.98304,1.18711,0.00061904,0.00061904,0.00061904
129,28989.4,0.46467,0.42791,0.9782,0.76724,0.72472,0.74067,0.63045,0.70899,1.12579,1.19986,0.000610789,0.000610789,0.000610789
130,29212.5,0.45938,0.43387,0.98626,0.77993,0.73761,0.74637,0.63393,0.69776,0.9987,1.19107,0.000602537,0.000602537,0.000602537
131,29441.1,0.4716,0.42461,0.99211,0.81664,0.72269,0.77039,0.64777,0.67435,0.94334,1.17629,0.000594286,0.000594286,0.000594286
132,29664.3,0.45138,0.42282,0.98355,0.78584,0.76943,0.76792,0.65739,0.67478,0.98436,1.16841,0.000586034,0.000586034,0.000586034
133,29887.2,0.46501,0.41942,0.97898,0.83517,0.71987,0.76381,0.6614,0.66318,0.98961,1.15768,0.000577782,0.000577782,0.000577782
134,30110.7,0.47123,0.41984,0.98425,0.76534,0.75675,0.74262,0.63343,0.66353,0.98048,1.1814,0.000569531,0.000569531,0.000569531
135,30333.8,0.45836,0.41101,0.97128,0.73383,0.76091,0.72699,0.62781,0.67151,1.08343,1.17409,0.000561279,0.000561279,0.000561279
136,30557.1,0.45022,0.40326,0.97503,0.80685,0.70823,0.75286,0.64399,0.68485,1.02286,1.16668,0.000553027,0.000553027,0.000553027
137,30780.6,0.45619,0.39988,0.97284,0.7553,0.75312,0.75737,0.64212,0.68458,0.98455,1.19344,0.000544776,0.000544776,0.000544776
138,31003,0.45433,0.40698,0.97725,0.7898,0.7348,0.73966,0.62018,0.68399,1.00404,1.18249,0.000536524,0.000536524,0.000536524
139,31226,0.43894,0.40111,0.95892,0.7217,0.7888,0.71504,0.61393,0.66995,1.02271,1.18284,0.000528272,0.000528272,0.000528272
140,31449.4,0.41775,0.39822,0.95896,0.77739,0.76083,0.74941,0.6397,0.67549,0.95573,1.17,0.000520021,0.000520021,0.000520021
141,31673.4,0.45265,0.40897,0.96759,0.72361,0.79573,0.75697,0.63598,0.69381,1.02503,1.20554,0.000511769,0.000511769,0.000511769
142,31896.6,0.44855,0.4168,0.98068,0.76099,0.75062,0.73579,0.61586,0.6964,0.98368,1.2164,0.000503517,0.000503517,0.000503517
143,32120.1,0.45239,0.41529,0.97633,0.77408,0.76893,0.75859,0.64219,0.67573,1.00559,1.18033,0.000495266,0.000495266,0.000495266
144,32349.5,0.43229,0.40372,0.97849,0.80056,0.73516,0.74965,0.64021,0.65679,0.99566,1.16426,0.000487014,0.000487014,0.000487014
145,32572.3,0.44583,0.41124,0.98121,0.81648,0.6831,0.74095,0.63499,0.655,0.9961,1.14473,0.000478762,0.000478762,0.000478762
146,32795.5,0.4396,0.39672,0.96782,0.76106,0.77066,0.76524,0.64405,0.63648,0.9968,1.1185,0.000470511,0.000470511,0.000470511
147,33018.9,0.42569,0.39081,0.96164,0.74829,0.76507,0.75425,0.64021,0.67437,1.03906,1.16091,0.000462259,0.000462259,0.000462259
148,33242.3,0.4423,0.39492,0.96552,0.76933,0.75098,0.73272,0.61645,0.67752,1.03973,1.16668,0.000454007,0.000454007,0.000454007
149,33465.8,0.42735,0.39721,0.96868,0.8149,0.75098,0.78135,0.6582,0.65073,0.93808,1.14243,0.000445756,0.000445756,0.000445756
150,33688.7,0.42685,0.37961,0.96812,0.82921,0.72847,0.76236,0.65012,0.67645,0.9823,1.17915,0.000437504,0.000437504,0.000437504
151,33912.1,0.43675,0.39289,0.96294,0.80272,0.75961,0.74181,0.63029,0.66121,0.9811,1.16654,0.000429253,0.000429253,0.000429253
152,34134.8,0.429,0.37009,0.96377,0.77472,0.7515,0.75184,0.64324,0.66323,0.97036,1.16108,0.000421001,0.000421001,0.000421001
153,34358.1,0.42369,0.37687,0.95711,0.77971,0.74501,0.75916,0.63456,0.69107,0.97297,1.19719,0.000412749,0.000412749,0.000412749
154,34581.5,0.42595,0.38086,0.95917,0.78681,0.74208,0.73726,0.62705,0.67157,1.01361,1.17991,0.000404498,0.000404498,0.000404498
155,34804.5,0.41595,0.36859,0.95597,0.76295,0.78089,0.76456,0.65126,0.63325,0.97218,1.1294,0.000396246,0.000396246,0.000396246
156,35027.9,0.4163,0.36675,0.95054,0.80227,0.75474,0.76949,0.65127,0.64103,0.96811,1.12467,0.000387994,0.000387994,0.000387994
157,35251.5,0.41313,0.35738,0.95635,0.83887,0.74528,0.77898,0.66367,0.65253,0.94817,1.16063,0.000379743,0.000379743,0.000379743
158,35475.6,0.42807,0.37008,0.96238,0.79227,0.77187,0.76425,0.64745,0.66083,0.95977,1.16039,0.000371491,0.000371491,0.000371491
159,35698.7,0.41699,0.36028,0.96579,0.78335,0.77042,0.78289,0.6648,0.65793,0.95783,1.15629,0.000363239,0.000363239,0.000363239
160,35922,0.41779,0.36847,0.96226,0.82338,0.74016,0.76771,0.65766,0.66455,1.02364,1.1625,0.000354988,0.000354988,0.000354988
161,36149.2,0.39935,0.35223,0.94991,0.77598,0.78017,0.76517,0.65565,0.65699,1.0147,1.1503,0.000346736,0.000346736,0.000346736
162,36371.9,0.41545,0.36289,0.96464,0.78741,0.7471,0.75556,0.64747,0.64693,1.03114,1.14825,0.000338484,0.000338484,0.000338484
163,36601.6,0.42192,0.35771,0.96434,0.78464,0.77046,0.76766,0.65362,0.64958,0.99055,1.16411,0.000330233,0.000330233,0.000330233
164,36824.9,0.41776,0.36476,0.96277,0.81646,0.73327,0.77192,0.65967,0.66456,0.95404,1.1686,0.000321981,0.000321981,0.000321981
165,37048.4,0.39039,0.35227,0.96225,0.82364,0.7471,0.7881,0.66795,0.62467,0.97407,1.12473,0.000313729,0.000313729,0.000313729
166,37272.3,0.41559,0.3702,0.9616,0.79886,0.76423,0.76545,0.65232,0.65234,1.03759,1.15515,0.000305478,0.000305478,0.000305478
167,37495.4,0.40075,0.35968,0.96294,0.81543,0.76117,0.78109,0.66328,0.66684,0.98955,1.16884,0.000297226,0.000297226,0.000297226
168,37718.6,0.38406,0.33385,0.93859,0.7555,0.80656,0.78501,0.66785,0.65078,0.99323,1.16551,0.000288974,0.000288974,0.000288974
